Ensembl Transcript ID	Associated Gene Name
ENST00000535273	TMEM206
ENST00000304749	CST1
ENST00000398402	CST1
ENST00000315409	OR11H4
ENST00000431011	LCE6A
ENST00000240488	MND1
ENST00000508731	MND1
ENST00000504860	MND1
ENST00000622785	MND1
ENST00000315872	ROCK2
ENST00000401753	ROCK2
ENST00000431087	ROCK2
ENST00000616279	ROCK2
ENST00000346234	OSTF1
ENST00000472125	RUVBL1
ENST00000464873	RUVBL1
ENST00000322623	RUVBL1
ENST00000478892	RUVBL1
ENST00000263168	CAPZA1
ENST00000334221	C1QL4
ENST00000399277	ZSWIM7
ENST00000486655	ZSWIM7
ENST00000472495	ZSWIM7
ENST00000442697	DNAJB14
ENST00000610281	DNAJB14
ENST00000380639	PTCD2
ENST00000503868	PTCD2
ENST00000510676	PTCD2
ENST00000536805	PTCD2
ENST00000543322	PTCD2
ENST00000426789	TFRC
ENST00000420415	TFRC
ENST00000360110	TFRC
ENST00000392396	TFRC
ENST00000377179	ZNF311
ENST00000332793	SLC22A10
ENST00000526800	SLC22A10
ENST00000327171	GALK2
ENST00000560654	GALK2
ENST00000560031	GALK2
ENST00000396509	GALK2
ENST00000558145	GALK2
ENST00000544523	GALK2
ENST00000560138	GALK2
ENST00000559454	GALK2
ENST00000558399	GALK2
ENST00000559580	GALK2
ENST00000560528	GALK2
ENST00000624510	C8orf89
ENST00000613105	C8orf89
ENST00000625134	C8orf89
ENST00000317578	SIX5
ENST00000560160	SIX5
ENST00000560168	SIX5
ENST00000622857	SIX5
ENST00000376873	CLDN10
ENST00000299339	CLDN10
ENST00000376855	CLDN10
ENST00000540794	CCDC91
ENST00000538586	CCDC91
ENST00000536154	CCDC91
ENST00000539107	CCDC91
ENST00000545336	CCDC91
ENST00000543534	CCDC91
ENST00000535212	CCDC91
ENST00000542801	CCDC91
ENST00000542814	CCDC91
ENST00000541792	CCDC91
ENST00000543019	CCDC91
ENST00000381259	CCDC91
ENST00000618924	PTPRK
ENST00000619256	PTPRK
ENST00000618215	PTPRK
ENST00000625760	PTPRK
ENST00000628183	PTPRK
ENST00000626594	PTPRK
ENST00000625615	PTPRK
ENST00000625418	PTPRK
ENST00000628824	PTPRK
ENST00000628472	PTPRK
ENST00000522862	SLC26A7
ENST00000523719	SLC26A7
ENST00000276609	SLC26A7
ENST00000309536	SLC26A7
ENST00000520818	SLC26A7
ENST00000617233	SLC26A7
ENST00000617078	SLC26A7
ENST00000284719	OLA1
ENST00000344357	OLA1
ENST00000428402	OLA1
ENST00000409546	OLA1
ENST00000429575	OLA1
ENST00000427472	OLA1
ENST00000445987	MED15
ENST00000414658	MED15
ENST00000432052	MED15
ENST00000292733	MED15
ENST00000263205	MED15
ENST00000406969	MED15
ENST00000382974	MED15
ENST00000438962	MED15
ENST00000445189	MED15
ENST00000451058	MED15
ENST00000457322	MED15
ENST00000428629	MED15
ENST00000424287	MED15
ENST00000423862	MED15
ENST00000228887	GPRC5D
ENST00000396333	GPRC5D
ENST00000541128	GPRC5D
ENST00000257787	AKIRIN2
ENST00000361641	TSEN15
ENST00000533373	TSEN15
ENST00000423085	TSEN15
ENST00000527192	CSF1
ENST00000525659	CSF1
ENST00000357302	CSF1
ENST00000329608	CSF1
ENST00000488198	CSF1
ENST00000369802	CSF1
ENST00000420111	CSF1
ENST00000369801	CSF1
ENST00000418797	ATP1A1
ENST00000295598	ATP1A1
ENST00000369494	ATP1A1
ENST00000440951	ATP1A1
ENST00000369496	ATP1A1
ENST00000537345	ATP1A1
ENST00000439616	OGDH
ENST00000443864	OGDH
ENST00000447398	OGDH
ENST00000449767	OGDH
ENST00000419661	OGDH
ENST00000444676	OGDH
ENST00000222673	OGDH
ENST00000631326	OGDH
ENST00000512158	CXCL14
ENST00000337225	CXCL14
ENST00000550347	KANSL2
ENST00000420613	KANSL2
ENST00000547087	KANSL2
ENST00000553086	KANSL2
ENST00000550931	KANSL2
ENST00000550870	KANSL2
ENST00000548304	KANSL2
ENST00000616539	NKD2
ENST00000610777	NKD2
ENST00000447325	NCBP2
ENST00000321256	NCBP2
ENST00000427641	NCBP2
ENST00000452404	NCBP2
ENST00000422610	NCBP2
ENST00000411704	NCBP2
ENST00000455953	NCBP2
ENST00000299575	ATMIN
ENST00000564241	ATMIN
ENST00000565237	ATMIN
ENST00000566488	ATMIN
ENST00000317133	ARHGEF7
ENST00000449979	ARHGEF7
ENST00000491775	ARHGEF7
ENST00000466143	ARHGEF7
ENST00000218789	ARHGEF7
ENST00000375736	ARHGEF7
ENST00000467053	ARHGEF7
ENST00000426073	ARHGEF7
ENST00000426768	ARHGEF7
ENST00000375723	ARHGEF7
ENST00000478679	ARHGEF7
ENST00000544132	ARHGEF7
ENST00000375739	ARHGEF7
ENST00000375741	ARHGEF7
ENST00000359570	INPP5D
ENST00000445964	INPP5D
ENST00000415617	INPP5D
ENST00000417661	INPP5D
ENST00000378404	ACTRT2
ENST00000221561	AES
ENST00000586742	AES
ENST00000327141	AES
ENST00000586839	AES
ENST00000484063	PRDM2
ENST00000376048	PRDM2
ENST00000235372	PRDM2
ENST00000413440	PRDM2
ENST00000343137	PRDM2
ENST00000503842	PRDM2
ENST00000407521	PRDM2
ENST00000505823	PRDM2
ENST00000487453	PRDM2
ENST00000311066	PRDM2
ENST00000291670	FTCD
ENST00000397748	FTCD
ENST00000446405	FTCD
ENST00000397746	FTCD
ENST00000397743	FTCD
ENST00000374088	AKNA
ENST00000223791	AKNA
ENST00000374075	AKNA
ENST00000312033	AKNA
ENST00000307564	AKNA
ENST00000374079	AKNA
ENST00000357681	ATP2B4
ENST00000341360	ATP2B4
ENST00000458092	ATP2B4
ENST00000356729	ATP2B4
ENST00000367218	ATP2B4
ENST00000256497	EDEM1
ENST00000445686	EDEM1
ENST00000237281	FBXO30
ENST00000437635	C6orf222
ENST00000527524	GRIK4
ENST00000438375	GRIK4
ENST00000306708	LRRC8E
ENST00000600345	LRRC8E
ENST00000598224	LRRC8E
ENST00000593511	LRRC8E
ENST00000599367	LRRC8E
ENST00000618098	LRRC8E
ENST00000502288	CLDND1
ENST00000507874	CLDND1
ENST00000341181	CLDND1
ENST00000394180	CLDND1
ENST00000506885	CLDND1
ENST00000503004	CLDND1
ENST00000394185	CLDND1
ENST00000394181	CLDND1
ENST00000513873	CLDND1
ENST00000510545	CLDND1
ENST00000511081	CLDND1
ENST00000513287	CLDND1
ENST00000511667	CLDND1
ENST00000513452	CLDND1
ENST00000502299	CLDND1
ENST00000512147	CLDND1
ENST00000508902	CLDND1
ENST00000510541	CLDND1
ENST00000514537	CLDND1
ENST00000515620	CLDND1
ENST00000507944	CLDND1
ENST00000508659	CLDND1
ENST00000503621	CLDND1
ENST00000508071	CLDND1
ENST00000506575	CLDND1
ENST00000276297	DLC1
ENST00000358919	DLC1
ENST00000512044	DLC1
ENST00000520226	DLC1
ENST00000503161	DLC1
ENST00000316609	DLC1
ENST00000511869	DLC1
ENST00000517868	DLC1
ENST00000631382	DLC1
ENST00000299443	POTED
ENST00000620442	POTED
ENST00000613675	MRPL45
ENST00000619548	MRPL45
ENST00000526177	GDPD5
ENST00000533784	GDPD5
ENST00000529721	GDPD5
ENST00000336898	GDPD5
ENST00000533805	GDPD5
ENST00000534322	GDPD5
ENST00000532435	GDPD5
ENST00000443276	GDPD5
ENST00000396424	ZNF665
ENST00000600412	ZNF665
ENST00000388825	GPX3
ENST00000521650	GPX3
ENST00000517973	GPX3
ENST00000521632	GPX3
ENST00000520059	GPX3
ENST00000614343	GPX3
ENST00000622181	GPX3
ENST00000606214	TBC1D7
ENST00000356436	TBC1D7
ENST00000379300	TBC1D7
ENST00000607658	TBC1D7
ENST00000452989	TBC1D7
ENST00000450347	TBC1D7
ENST00000422136	TBC1D7
ENST00000446018	TBC1D7
ENST00000420456	TBC1D7
ENST00000428109	TBC1D7
ENST00000416436	TBC1D7
ENST00000379291	TBC1D7
ENST00000606370	TBC1D7
ENST00000606541	TBC1D7
ENST00000607230	TBC1D7
ENST00000606530	TBC1D7
ENST00000343141	TBC1D7
ENST00000379307	TBC1D7
ENST00000374510	TXNDC8
ENST00000423740	TXNDC8
ENST00000374507	TXNDC8
ENST00000374511	TXNDC8
ENST00000571490	XRCC6BP1
ENST00000265362	SEMA3A
ENST00000436949	SEMA3A
ENST00000420047	SEMA3A
ENST00000448879	SEMA3A
ENST00000424555	SEMA3A
ENST00000366649	C1orf131
ENST00000318906	C1orf131
ENST00000366651	C1orf131
ENST00000451322	C1orf131
ENST00000495929	ZNF48
ENST00000528032	ZNF48
ENST00000524644	ZNF48
ENST00000320159	ZNF48
ENST00000612608	ZNF48
ENST00000613509	ZNF48
ENST00000622647	ZNF48
ENST00000399300	RBM12B
ENST00000517700	RBM12B
ENST00000519109	RBM12B
ENST00000518597	RBM12B
ENST00000520560	RBM12B
ENST00000521947	RBM12B
ENST00000627241	RBM12B
ENST00000242819	CCDC70
ENST00000395719	G3BP2
ENST00000359707	G3BP2
ENST00000357854	G3BP2
ENST00000503660	G3BP2
ENST00000507745	G3BP2
ENST00000509100	G3BP2
ENST00000511146	G3BP2
ENST00000515457	G3BP2
ENST00000507252	G3BP2
ENST00000511868	G3BP2
ENST00000509561	G3BP2
ENST00000508510	G3BP2
ENST00000499709	G3BP2
ENST00000305901	ONECUT1
ENST00000560699	ONECUT1
ENST00000375856	IRS2
ENST00000611650	GPALPP1
ENST00000379151	GPALPP1
ENST00000361121	GPALPP1
ENST00000357537	GPALPP1
ENST00000590956	PRELID3A
ENST00000336990	PRELID3A
ENST00000588729	PRELID3A
ENST00000589952	PRELID3A
ENST00000592149	PRELID3A
ENST00000587862	PRELID3A
ENST00000587735	PRELID3A
ENST00000440960	PRELID3A
ENST00000621071	KIR3DL1
ENST00000619931	KIR3DL1
ENST00000620834	KIR3DL1
ENST00000620579	KIR3DL1
ENST00000252999	LAMA5
ENST00000497053	LAMA5
ENST00000272298	CALM2
ENST00000456319	CALM2
ENST00000409563	CALM2
ENST00000628793	CALM2
ENST00000361427	HMGN2
ENST00000619352	HMGN2
ENST00000521481	GABRP
ENST00000521009	GABRP
ENST00000519196	GABRP
ENST00000522868	GABRP
ENST00000518525	GABRP
ENST00000518122	GABRP
ENST00000519385	GABRP
ENST00000519598	GABRP
ENST00000265294	GABRP
ENST00000327158	TIMM22
ENST00000434693	RBMS3
ENST00000383767	RBMS3
ENST00000445033	RBMS3
ENST00000273139	RBMS3
ENST00000383766	RBMS3
ENST00000452462	RBMS3
ENST00000456853	RBMS3
ENST00000283249	ITGB6
ENST00000428609	ITGB6
ENST00000409967	ITGB6
ENST00000409872	ITGB6
ENST00000620391	ITGB6
ENST00000265310	TRPV5
ENST00000439304	TRPV5
ENST00000442623	TRPV5
ENST00000330106	CEND1
ENST00000373829	ITGB1BP2
ENST00000538820	ITGB1BP2
ENST00000536401	WDR74
ENST00000311713	WDR74
ENST00000529106	WDR74
ENST00000525239	WDR74
ENST00000525752	WDR74
ENST00000538098	WDR74
ENST00000278856	WDR74
ENST00000485998	CCDC136
ENST00000459946	CCDC136
ENST00000378685	CCDC136
ENST00000464832	CCDC136
ENST00000472049	CCDC136
ENST00000488925	CCDC136
ENST00000487361	CCDC136
ENST00000297788	CCDC136
ENST00000494552	CCDC136
ENST00000464672	CCDC136
ENST00000354436	NFAT5
ENST00000567239	NFAT5
ENST00000627621	NFAT5
ENST00000393742	NFAT5
ENST00000566899	NFAT5
ENST00000565301	NFAT5
ENST00000349945	NFAT5
ENST00000513963	RP11-724O16.1
ENST00000316052	EXOSC4
ENST00000525936	EXOSC4
ENST00000527954	EXOSC4
ENST00000361619	GTPBP3
ENST00000324894	GTPBP3
ENST00000358792	GTPBP3
ENST00000600625	GTPBP3
ENST00000561905	TK2
ENST00000544898	TK2
ENST00000451102	TK2
ENST00000527800	TK2
ENST00000527284	TK2
ENST00000545043	TK2
ENST00000564917	TK2
ENST00000525974	TK2
ENST00000569718	TK2
ENST00000417693	TK2
ENST00000563369	TK2
ENST00000563478	TK2
ENST00000562484	TK2
ENST00000299697	TK2
ENST00000620035	TK2
ENST00000474120	FIS1
ENST00000442303	FIS1
ENST00000223136	FIS1
ENST00000435848	FIS1
ENST00000409018	EXD2
ENST00000409014	EXD2
ENST00000409675	EXD2
ENST00000409949	EXD2
ENST00000409242	EXD2
ENST00000413191	EXD2
ENST00000312994	EXD2
ENST00000379665	OR6C65
ENST00000265564	EXOSC7
ENST00000527185	CNTN5
ENST00000528682	CNTN5
ENST00000524871	CNTN5
ENST00000418526	CNTN5
ENST00000619298	CNTN5
ENST00000279463	CNTN5
ENST00000379378	E2F4
ENST00000565226	E2F4
ENST00000284116	GDPD1
ENST00000581140	GDPD1
ENST00000581276	GDPD1
ENST00000395051	BAAT
ENST00000259407	BAAT
ENST00000525596	NPIPA8
ENST00000545050	NPIPA8
ENST00000541810	NPIPA8
ENST00000382758	N6AMT2
ENST00000382754	N6AMT2
ENST00000264382	SI
ENST00000380625	FAM9C
ENST00000333995	FAM9C
ENST00000438997	FAM9C
ENST00000542843	FAM9C
ENST00000054666	VAMP3
ENST00000470357	VAMP3
ENST00000324589	GALNT14
ENST00000349752	GALNT14
ENST00000406653	GALNT14
ENST00000430167	GALNT14
ENST00000335753	SLK
ENST00000369755	SLK
ENST00000596965	CGB7
ENST00000597853	CGB7
ENST00000377280	CGB7
ENST00000391429	BHLHA9
ENST00000621654	C17orf96
ENST00000617387	TBC1D3G
ENST00000381174	XG
ENST00000419513	XG
ENST00000509484	XG
ENST00000548498	SLC48A1
ENST00000547002	SLC48A1
ENST00000549243	SLC48A1
ENST00000442892	SLC48A1
ENST00000442218	SLC48A1
ENST00000348165	UBE3C
ENST00000389103	UBE3C
ENST00000611269	UBE3C
ENST00000523102	SPSB2
ENST00000524270	SPSB2
ENST00000519357	SPSB2
ENST00000432205	SPSB2
ENST00000347580	ADAM2
ENST00000379853	ADAM2
ENST00000265708	ADAM2
ENST00000521880	ADAM2
ENST00000622267	ADAM2
ENST00000315289	RTKN2
ENST00000373789	RTKN2
ENST00000395260	RTKN2
ENST00000554442	PPP2R5C
ENST00000556260	PPP2R5C
ENST00000328724	PPP2R5C
ENST00000557268	PPP2R5C
ENST00000553890	PPP2R5C
ENST00000553554	PPP2R5C
ENST00000350249	PPP2R5C
ENST00000557621	PPP2R5C
ENST00000556946	PPP2R5C
ENST00000557714	PPP2R5C
ENST00000445439	PPP2R5C
ENST00000334743	PPP2R5C
ENST00000557095	PPP2R5C
ENST00000557716	PPP2R5C
ENST00000561006	PPP2R5C
ENST00000555237	PPP2R5C
ENST00000422945	PPP2R5C
ENST00000204604	CHRD
ENST00000450923	CHRD
ENST00000348986	CHRD
ENST00000442999	A3GALT2
ENST00000369367	SCAF11
ENST00000465950	SCAF11
ENST00000549162	SCAF11
ENST00000550893	SCAF11
ENST00000551391	SCAF11
ENST00000266589	SCAF11
ENST00000395454	SCAF11
ENST00000395453	SCAF11
ENST00000244364	DST
ENST00000370788	DST
ENST00000523292	DST
ENST00000361203	DST
ENST00000523943	DST
ENST00000340834	DST
ENST00000524186	DST
ENST00000439203	DST
ENST00000520645	DST
ENST00000370765	DST
ENST00000522360	DST
ENST00000518935	DST
ENST00000449297	DST
ENST00000633795	DST
ENST00000522538	DST
ENST00000523817	DST
ENST00000312431	DST
ENST00000370754	DST
ENST00000421834	DST
ENST00000446176	FNBP1
ENST00000449089	FNBP1
ENST00000355681	FNBP1
ENST00000443566	FNBP1
ENST00000420781	FNBP1
ENST00000378788	FAM205A
ENST00000374779	OR13C5
ENST00000449260	PMEL
ENST00000552882	PMEL
ENST00000550464	PMEL
ENST00000548747	PMEL
ENST00000548493	PMEL
ENST00000550447	PMEL
ENST00000549404	PMEL
ENST00000548803	PMEL
ENST00000547137	PMEL
ENST00000546543	PMEL
ENST00000549418	PMEL
ENST00000549233	PMEL
ENST00000395957	YWHAZ
ENST00000395956	YWHAZ
ENST00000353245	YWHAZ
ENST00000522542	YWHAZ
ENST00000521309	YWHAZ
ENST00000522819	YWHAZ
ENST00000395953	YWHAZ
ENST00000395948	YWHAZ
ENST00000395951	YWHAZ
ENST00000419477	YWHAZ
ENST00000521607	YWHAZ
ENST00000521328	YWHAZ
ENST00000418997	YWHAZ
ENST00000437293	YWHAZ
ENST00000523131	YWHAZ
ENST00000523938	YWHAZ
ENST00000457309	YWHAZ
ENST00000395958	YWHAZ
ENST00000297534	C7orf55
ENST00000577856	PPIAL4A
ENST00000374114	RBM12
ENST00000359646	RBM12
ENST00000374104	RBM12
ENST00000424458	RBM12
ENST00000431148	RBM12
ENST00000435161	RBM12
ENST00000576655	GFY
ENST00000610896	GFY
ENST00000530328	NPIPA2
ENST00000529166	NPIPA2
ENST00000553201	NPIPA2
ENST00000374343	TMEM57
ENST00000399766	TMEM57
ENST00000617085	BDP1
ENST00000616093	BDP1
ENST00000338965	NCR3LG1
ENST00000311764	ZNF408
ENST00000381127	ARSF
ENST00000359361	ARSF
ENST00000584667	SAP30BP
ENST00000355423	SAP30BP
ENST00000583536	SAP30BP
ENST00000578909	SAP30BP
ENST00000584240	SAP30BP
ENST00000583063	SAP30BP
ENST00000582015	EPN2
ENST00000584633	EPN2
ENST00000314728	EPN2
ENST00000583197	EPN2
ENST00000577692	EPN2
ENST00000395618	EPN2
ENST00000395628	EPN2
ENST00000494192	EPN2
ENST00000575595	EPN2
ENST00000581024	EPN2
ENST00000584150	EPN2
ENST00000577195	EPN2
ENST00000395620	EPN2
ENST00000395626	EPN2
ENST00000571254	EPN2
ENST00000347697	EPN2
ENST00000521891	ZFHX4
ENST00000520307	ZFHX4
ENST00000523885	ZFHX4
ENST00000517585	ZFHX4
ENST00000523809	ZFHX4
ENST00000518282	ZFHX4
ENST00000321355	OR8D4
ENST00000229268	USP5
ENST00000389231	USP5
ENST00000542087	USP5
ENST00000274382	LIX1
ENST00000512378	LIX1
ENST00000334414	PTPRB
ENST00000550358	PTPRB
ENST00000538708	PTPRB
ENST00000550857	PTPRB
ENST00000261266	PTPRB
ENST00000551525	PTPRB
ENST00000548122	PTPRB
ENST00000547715	PTPRB
ENST00000451516	PTPRB
ENST00000511072	PRDM16
ENST00000378391	PRDM16
ENST00000514189	PRDM16
ENST00000270722	PRDM16
ENST00000463591	PRDM16
ENST00000509860	PRDM16
ENST00000498088	IL17D
ENST00000304920	IL17D
ENST00000409223	KLHL30
ENST00000361509	IGSF9
ENST00000368094	IGSF9
ENST00000611023	IGSF9
ENST00000558772	AQP9
ENST00000219919	AQP9
ENST00000536493	AQP9
ENST00000490882	FLNB
ENST00000295956	FLNB
ENST00000358537	FLNB
ENST00000429972	FLNB
ENST00000493452	FLNB
ENST00000466455	FLNB
ENST00000419752	FLNB
ENST00000417996	KRT3
ENST00000562370	CAPN15
ENST00000568988	CAPN15
ENST00000219611	CAPN15
ENST00000566977	CAPN15
ENST00000586651	FBXL12
ENST00000247977	FBXL12
ENST00000589626	FBXL12
ENST00000588922	FBXL12
ENST00000585379	FBXL12
ENST00000591009	FBXL12
ENST00000592067	FBXL12
ENST00000590277	FBXL12
ENST00000586469	FBXL12
ENST00000586073	FBXL12
ENST00000380033	BEND2
ENST00000380030	BEND2
ENST00000598523	GABRQ
ENST00000265755	GTF2IRD1
ENST00000455841	GTF2IRD1
ENST00000424337	GTF2IRD1
ENST00000476977	GTF2IRD1
ENST00000470715	GTF2IRD1
ENST00000317173	MSRA
ENST00000441698	MSRA
ENST00000518255	MSRA
ENST00000521209	MSRA
ENST00000522907	MSRA
ENST00000528246	MSRA
ENST00000382490	MSRA
ENST00000521686	MSRA
ENST00000353788	SNX16
ENST00000345957	SNX16
ENST00000520618	SNX16
ENST00000523757	SNX16
ENST00000521810	SNX16
ENST00000519119	SNX16
ENST00000519817	SNX16
ENST00000518183	SNX16
ENST00000521773	SNX16
ENST00000396330	SNX16
ENST00000615066	SNX16
ENST00000544994	PRR4
ENST00000228811	PRR4
ENST00000535024	PRR4
ENST00000540107	PRR4
ENST00000265970	PIK3C2A
ENST00000532035	PIK3C2A
ENST00000375446	NINJ1
ENST00000322107	OR10H4
ENST00000361236	TMEM123
ENST00000398136	TMEM123
ENST00000532161	TMEM123
ENST00000528969	TMEM123
ENST00000531103	TMEM123
ENST00000526676	TMEM123
ENST00000202625	TGM6
ENST00000381423	TGM6
ENST00000581492	GDF2
ENST00000392027	ALPP
ENST00000450976	FAM131A
ENST00000418281	FAM131A
ENST00000340957	FAM131A
ENST00000433578	FAM131A
ENST00000418768	FAM131A
ENST00000383847	FAM131A
ENST00000453072	FAM131A
ENST00000310585	FAM131A
ENST00000419782	SPATA31D4
ENST00000306071	CHRNB1
ENST00000572857	CHRNB1
ENST00000570557	CHRNB1
ENST00000536404	CHRNB1
ENST00000576360	CHRNB1
ENST00000575379	CHRNB1
ENST00000401095	TTC34
ENST00000375501	XAGE5
ENST00000351072	XAGE5
ENST00000450049	ARL13A
ENST00000372953	ARL13A
ENST00000377169	OR2J3
ENST00000593625	FOXL1
ENST00000320241	FOXL1
ENST00000259806	FOXF2
ENST00000306442	PPIC
ENST00000377837	HES2
ENST00000377836	HES2
ENST00000377834	HES2
ENST00000487437	HES2
ENST00000489730	HES2
ENST00000439349	NOTCH4
ENST00000244513	BTN1A1
ENST00000613186	BTN1A1
ENST00000340967	ACER2
ENST00000370167	DUSP9
ENST00000342782	DUSP9
ENST00000616520	KIR2DL3
ENST00000622758	KIR2DL3
ENST00000377022	CASZ1
ENST00000447850	CASZ1
ENST00000344008	CASZ1
ENST00000284262	JPH3
ENST00000360090	LCE1B
ENST00000250572	ADGRE1
ENST00000381407	ADGRE1
ENST00000312053	ADGRE1
ENST00000450315	ADGRE1
ENST00000381404	ADGRE1
ENST00000595026	ADGRE1
ENST00000286548	GNAQ
ENST00000411677	GNAQ
ENST00000259746	TMEM63B
ENST00000532634	TMEM63B
ENST00000371893	TMEM63B
ENST00000323267	TMEM63B
ENST00000583529	ARHGEF15
ENST00000361926	ARHGEF15
ENST00000579439	ARHGEF15
ENST00000421050	ARHGEF15
ENST00000392547	WIPF1
ENST00000272746	WIPF1
ENST00000359761	WIPF1
ENST00000392546	WIPF1
ENST00000409891	WIPF1
ENST00000409415	WIPF1
ENST00000455428	WIPF1
ENST00000410117	WIPF1
ENST00000436221	WIPF1
ENST00000610916	WIPF1
ENST00000423041	PAPD4
ENST00000504233	PAPD4
ENST00000296783	PAPD4
ENST00000428308	PAPD4
ENST00000453514	PAPD4
ENST00000283684	ATP8B1
ENST00000588255	ATP8B1
ENST00000585322	ATP8B1
ENST00000536015	ATP8B1
ENST00000357640	DENND2D
ENST00000369752	DENND2D
ENST00000338487	DUPD1
ENST00000317658	CAPZA3
ENST00000522613	RALYL
ENST00000522455	RALYL
ENST00000521695	RALYL
ENST00000521268	RALYL
ENST00000518566	RALYL
ENST00000517988	RALYL
ENST00000517638	RALYL
ENST00000522647	RALYL
ENST00000523850	RALYL
ENST00000521376	RALYL
ENST00000280527	CRIM1
ENST00000426856	CRIM1
ENST00000428774	CRIM1
ENST00000413985	CRIM1
ENST00000297056	DAGLB
ENST00000425398	DAGLB
ENST00000436575	DAGLB
ENST00000432248	DAGLB
ENST00000421239	ZNF578
ENST00000601120	ZNF578
ENST00000370790	FAM122B
ENST00000486347	FAM122B
ENST00000493333	FAM122B
ENST00000611027	FAM122B
ENST00000298090	FAM122B
ENST00000343004	FAM122B
ENST00000621596	B3GNTL1
ENST00000633139	B3GNTL1
ENST00000335385	TBX10
ENST00000271857	SLC27A3
ENST00000624995	SLC27A3
ENST00000458027	SLC27A3
ENST00000532853	SLC27A3
ENST00000524676	SLC27A3
ENST00000368661	SLC27A3
ENST00000264497	IL21
ENST00000611104	IL21
ENST00000297338	RAD21
ENST00000523986	RAD21
ENST00000517749	RAD21
ENST00000518055	RAD21
ENST00000520992	RAD21
ENST00000517485	RAD21
ENST00000519837	RAD21
ENST00000522699	RAD21
ENST00000242994	NEUROD4
ENST00000397747	PDCD1LG2
ENST00000296435	CAMP
ENST00000398905	ERG
ENST00000398907	ERG
ENST00000288319	ERG
ENST00000398897	ERG
ENST00000398911	ERG
ENST00000417133	ERG
ENST00000398910	ERG
ENST00000453032	ERG
ENST00000398919	ERG
ENST00000442448	ERG
ENST00000429727	ERG
ENST00000250693	ART1
ENST00000310325	CTSF
ENST00000524994	CTSF
ENST00000526010	CTSF
ENST00000421177	NSG1
ENST00000513555	NSG1
ENST00000505246	NSG1
ENST00000506380	NSG1
ENST00000433139	NSG1
ENST00000504171	NSG1
ENST00000621129	NSG1
ENST00000397958	NSG1
ENST00000278100	BCCIP
ENST00000299130	BCCIP
ENST00000368759	BCCIP
ENST00000410070	RIMKLA
ENST00000431473	RIMKLA
ENST00000327300	KHDRBS1
ENST00000492989	KHDRBS1
ENST00000521682	GLI4
ENST00000344692	GLI4
ENST00000517468	GLI4
ENST00000523522	GLI4
ENST00000520021	GLI4
ENST00000517530	GLI4
ENST00000340042	GLI4
ENST00000272227	PDIA6
ENST00000404371	PDIA6
ENST00000404824	PDIA6
ENST00000458536	PDIA6
ENST00000617249	PDIA6
ENST00000540494	PDIA6
ENST00000381611	PDIA6
ENST00000301825	ENTPD3
ENST00000439533	ENTPD3
ENST00000456402	ENTPD3
ENST00000445129	ENTPD3
ENST00000272102	ARF1
ENST00000540651	ARF1
ENST00000541182	ARF1
ENST00000616365	HIST1H3I
ENST00000554823	SYNDIG1L
ENST00000554953	SYNDIG1L
ENST00000331628	SYNDIG1L
ENST00000373944	ZWINT
ENST00000318387	ZWINT
ENST00000361148	ZWINT
ENST00000395405	ZWINT
ENST00000368020	USF1
ENST00000368021	USF1
ENST00000368019	USF1
ENST00000528768	USF1
ENST00000531842	USF1
ENST00000534633	USF1
ENST00000372491	IER5L
ENST00000605916	NDUFA6
ENST00000607132	NDUFA6
ENST00000409052	IL1RN
ENST00000361779	IL1RN
ENST00000259206	IL1RN
ENST00000354115	IL1RN
ENST00000409930	IL1RN
ENST00000579774	GJA5
ENST00000430508	GJA5
ENST00000621517	GJA5
ENST00000432519	RFTN1
ENST00000334133	RFTN1
ENST00000451036	RFTN1
ENST00000449415	RFTN1
ENST00000441460	RFTN1
ENST00000431547	RFTN1
ENST00000520643	SPAG1
ENST00000520508	SPAG1
ENST00000388798	SPAG1
ENST00000251809	SPAG1
ENST00000572709	SRR
ENST00000344595	SRR
ENST00000575840	SRR
ENST00000576620	SRR
ENST00000576848	SRR
ENST00000574987	SRR
ENST00000570662	SRR
ENST00000574229	SRR
ENST00000449288	SEPT3
ENST00000396426	SEPT3
ENST00000406029	SEPT3
ENST00000396425	SEPT3
ENST00000443782	AGAP5
ENST00000374094	AGAP5
ENST00000581191	AGAP5
ENST00000621690	AGAP5
ENST00000616368	LILRA1
ENST00000614904	LILRA1
ENST00000628480	LILRA1
ENST00000359901	ANKRD36B
ENST00000258459	ANKRD36B
ENST00000438709	ANKRD36B
ENST00000497329	ANKRD36B
ENST00000287675	EXOG
ENST00000422077	EXOG
ENST00000453767	EXOG
ENST00000630638	EXOG
ENST00000301329	GLOD4
ENST00000301328	GLOD4
ENST00000573137	GLOD4
ENST00000576419	GLOD4
ENST00000625892	GLOD4
ENST00000628529	GLOD4
ENST00000536578	GLOD4
ENST00000341809	KRT77
ENST00000415857	OR2J2
ENST00000571335	SLC47A1
ENST00000436810	SLC47A1
ENST00000270570	SLC47A1
ENST00000575023	SLC47A1
ENST00000395585	SLC47A1
ENST00000581558	SLC47A1
ENST00000238667	FLVCR2
ENST00000539311	FLVCR2
ENST00000555058	FLVCR2
ENST00000553341	FLVCR2
ENST00000553587	FLVCR2
ENST00000556856	FLVCR2
ENST00000554580	FLVCR2
ENST00000555027	FLVCR2
ENST00000595168	CTD-3088G3.8
